"Notes"	"State"	"State Code"	"Year"	"Year Code"	"ICD Chapter"	"ICD Chapter Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Missouri"	"29"	"2008"	"2008"	"External causes of morbidity and mortality"	"V01-Y89"	763	5923916	12.9	13.1
	"Missouri"	"29"	"2009"	"2009"	"External causes of morbidity and mortality"	"V01-Y89"	858	5961088	14.4	14.5
	"Missouri"	"29"	"2010"	"2010"	"External causes of morbidity and mortality"	"V01-Y89"	993	5988927	16.6	17.0
	"Missouri"	"29"	"2011"	"2011"	"External causes of morbidity and mortality"	"V01-Y89"	953	6010688	15.9	16.2
	"Missouri"	"29"	"2012"	"2012"	"External causes of morbidity and mortality"	"V01-Y89"	931	6021988	15.5	16.0
	"Missouri"	"29"	"2013"	"2013"	"External causes of morbidity and mortality"	"V01-Y89"	1016	6044171	16.8	17.3
	"Missouri"	"29"	"2014"	"2014"	"External causes of morbidity and mortality"	"V01-Y89"	1056	6063589	17.4	18.0
	"Missouri"	"29"	"2015"	"2015"	"External causes of morbidity and mortality"	"V01-Y89"	1055	6083672	17.3	17.7
	"Missouri"	"29"	"2016"	"2016"	"External causes of morbidity and mortality"	"V01-Y89"	1362	6093000	22.4	23.5
	"Montana"	"30"	"1999"	"1999"	"External causes of morbidity and mortality"	"V01-Y89"	41	897507	4.6	4.6
	"Montana"	"30"	"2000"	"2000"	"External causes of morbidity and mortality"	"V01-Y89"	41	902195	4.5	4.5
	"Montana"	"30"	"2001"	"2001"	"External causes of morbidity and mortality"	"V01-Y89"	56	906961	6.2	6.2
	"Montana"	"30"	"2002"	"2002"	"External causes of morbidity and mortality"	"V01-Y89"	76	911667	8.3	8.4
	"Montana"	"30"	"2003"	"2003"	"External causes of morbidity and mortality"	"V01-Y89"	92	919630	10.0	10.4
	"Montana"	"30"	"2004"	"2004"	"External causes of morbidity and mortality"	"V01-Y89"	98	930009	10.5	10.9
	"Montana"	"30"	"2005"	"2005"	"External causes of morbidity and mortality"	"V01-Y89"	96	940102	10.2	10.1
	"Montana"	"30"	"2006"	"2006"	"External causes of morbidity and mortality"	"V01-Y89"	96	952692	10.1	10.1
	"Montana"	"30"	"2007"	"2007"	"External causes of morbidity and mortality"	"V01-Y89"	125	964706	13.0	12.8
	"Montana"	"30"	"2008"	"2008"	"External causes of morbidity and mortality"	"V01-Y89"	134	976415	13.7	14.1
	"Montana"	"30"	"2009"	"2009"	"External causes of morbidity and mortality"	"V01-Y89"	142	983982	14.4	14.6
	"Montana"	"30"	"2010"	"2010"	"External causes of morbidity and mortality"	"V01-Y89"	118	989415	11.9	12.9
	"Montana"	"30"	"2011"	"2011"	"External causes of morbidity and mortality"	"V01-Y89"	141	998199	14.1	14.4
	"Montana"	"30"	"2012"	"2012"	"External causes of morbidity and mortality"	"V01-Y89"	118	1005141	11.7	11.9
	"Montana"	"30"	"2013"	"2013"	"External causes of morbidity and mortality"	"V01-Y89"	137	1015165	13.5	14.5
	"Montana"	"30"	"2014"	"2014"	"External causes of morbidity and mortality"	"V01-Y89"	125	1023579	12.2	12.4
	"Montana"	"30"	"2015"	"2015"	"External causes of morbidity and mortality"	"V01-Y89"	137	1032949	13.3	13.7
	"Montana"	"30"	"2016"	"2016"	"External causes of morbidity and mortality"	"V01-Y89"	118	1042520	11.3	11.6
	"Nebraska"	"31"	"1999"	"1999"	"External causes of morbidity and mortality"	"V01-Y89"	39	1704764	2.3	2.3
	"Nebraska"	"31"	"2000"	"2000"	"External causes of morbidity and mortality"	"V01-Y89"	46	1711263	2.7	2.8
	"Nebraska"	"31"	"2001"	"2001"	"External causes of morbidity and mortality"	"V01-Y89"	66	1719836	3.8	3.9
	"Nebraska"	"31"	"2002"	"2002"	"External causes of morbidity and mortality"	"V01-Y89"	66	1728292	3.8	3.9
	"Nebraska"	"31"	"2003"	"2003"	"External causes of morbidity and mortality"	"V01-Y89"	55	1738643	3.2	3.2
	"Nebraska"	"31"	"2004"	"2004"	"External causes of morbidity and mortality"	"V01-Y89"	59	1749370	3.4	3.6
	"Nebraska"	"31"	"2005"	"2005"	"External causes of morbidity and mortality"	"V01-Y89"	86	1761497	4.9	5.0
	"Nebraska"	"31"	"2006"	"2006"	"External causes of morbidity and mortality"	"V01-Y89"	91	1772693	5.1	5.4
	"Nebraska"	"31"	"2007"	"2007"	"External causes of morbidity and mortality"	"V01-Y89"	80	1783440	4.5	4.8
	"Nebraska"	"31"	"2008"	"2008"	"External causes of morbidity and mortality"	"V01-Y89"	94	1796378	5.2	5.5
	"Nebraska"	"31"	"2009"	"2009"	"External causes of morbidity and mortality"	"V01-Y89"	106	1812683	5.8	5.9
	"Nebraska"	"31"	"2010"	"2010"	"External causes of morbidity and mortality"	"V01-Y89"	117	1826341	6.4	6.7
	"Nebraska"	"31"	"2011"	"2011"	"External causes of morbidity and mortality"	"V01-Y89"	128	1842641	6.9	7.1
	"Nebraska"	"31"	"2012"	"2012"	"External causes of morbidity and mortality"	"V01-Y89"	146	1855525	7.9	7.9
	"Nebraska"	"31"	"2013"	"2013"	"External causes of morbidity and mortality"	"V01-Y89"	117	1868516	6.3	6.5
	"Nebraska"	"31"	"2014"	"2014"	"External causes of morbidity and mortality"	"V01-Y89"	125	1881503	6.6	7.2
	"Nebraska"	"31"	"2015"	"2015"	"External causes of morbidity and mortality"	"V01-Y89"	126	1896190	6.6	6.9
	"Nebraska"	"31"	"2016"	"2016"	"External causes of morbidity and mortality"	"V01-Y89"	120	1907116	6.3	6.4
	"Nevada"	"32"	"1999"	"1999"	"External causes of morbidity and mortality"	"V01-Y89"	227	1934718	11.7	11.5
	"Nevada"	"32"	"2000"	"2000"	"External causes of morbidity and mortality"	"V01-Y89"	273	1998257	13.7	13.7
	"Nevada"	"32"	"2001"	"2001"	"External causes of morbidity and mortality"	"V01-Y89"	259	2098399	12.3	12.2
	"Nevada"	"32"	"2002"	"2002"	"External causes of morbidity and mortality"	"V01-Y89"	322	2173791	14.8	14.7
	"Nevada"	"32"	"2003"	"2003"	"External causes of morbidity and mortality"	"V01-Y89"	340	2248850	15.1	15.1
	"Nevada"	"32"	"2004"	"2004"	"External causes of morbidity and mortality"	"V01-Y89"	375	2346222	16.0	15.8
	"Nevada"	"32"	"2005"	"2005"	"External causes of morbidity and mortality"	"V01-Y89"	455	2432143	18.7	18.6
	"Nevada"	"32"	"2006"	"2006"	"External causes of morbidity and mortality"	"V01-Y89"	457	2522658	18.1	17.8
	"Nevada"	"32"	"2007"	"2007"	"External causes of morbidity and mortality"	"V01-Y89"	499	2601072	19.2	18.9
	"Nevada"	"32"	"2008"	"2008"	"External causes of morbidity and mortality"	"V01-Y89"	519	2653630	19.6	19.2
	"Nevada"	"32"	"2009"	"2009"	"External causes of morbidity and mortality"	"V01-Y89"	549	2684665	20.4	20.0
	"Nevada"	"32"	"2010"	"2010"	"External causes of morbidity and mortality"	"V01-Y89"	576	2700551	21.3	20.6
	"Nevada"	"32"	"2011"	"2011"	"External causes of morbidity and mortality"	"V01-Y89"	638	2723322	23.4	22.8
	"Nevada"	"32"	"2012"	"2012"	"External causes of morbidity and mortality"	"V01-Y89"	602	2758931	21.8	21.0
	"Nevada"	"32"	"2013"	"2013"	"External causes of morbidity and mortality"	"V01-Y89"	612	2790136	21.9	21.1
	"Nevada"	"32"	"2014"	"2014"	"External causes of morbidity and mortality"	"V01-Y89"	543	2839099	19.1	18.3
	"Nevada"	"32"	"2015"	"2015"	"External causes of morbidity and mortality"	"V01-Y89"	617	2890845	21.3	20.3
	"Nevada"	"32"	"2016"	"2016"	"External causes of morbidity and mortality"	"V01-Y89"	664	2940058	22.6	21.6
	"New Hampshire"	"33"	"1999"	"1999"	"External causes of morbidity and mortality"	"V01-Y89"	54	1222014	4.4	4.3
	"New Hampshire"	"33"	"2000"	"2000"	"External causes of morbidity and mortality"	"V01-Y89"	45	1235786	3.6	3.4
	"New Hampshire"	"33"	"2001"	"2001"	"External causes of morbidity and mortality"	"V01-Y89"	77	1255517	6.1	5.9
	"New Hampshire"	"33"	"2002"	"2002"	"External causes of morbidity and mortality"	"V01-Y89"	111	1269089	8.7	8.7
	"New Hampshire"	"33"	"2003"	"2003"	"External causes of morbidity and mortality"	"V01-Y89"	127	1279840	9.9	9.5
	"New Hampshire"	"33"	"2004"	"2004"	"External causes of morbidity and mortality"	"V01-Y89"	124	1290121	9.6	9.6
	"New Hampshire"	"33"	"2005"	"2005"	"External causes of morbidity and mortality"	"V01-Y89"	142	1298492	10.9	10.7
	"New Hampshire"	"33"	"2006"	"2006"	"External causes of morbidity and mortality"	"V01-Y89"	149	1308389	11.4	11.2
	"New Hampshire"	"33"	"2007"	"2007"	"External causes of morbidity and mortality"	"V01-Y89"	186	1312540	14.2	13.8
	"New Hampshire"	"33"	"2008"	"2008"	"External causes of morbidity and mortality"	"V01-Y89"	126	1315906	9.6	9.4
	"New Hampshire"	"33"	"2009"	"2009"	"External causes of morbidity and mortality"	"V01-Y89"	168	1316102	12.8	12.5
	"New Hampshire"	"33"	"2010"	"2010"	"External causes of morbidity and mortality"	"V01-Y89"	160	1316470	12.2	11.8
	"New Hampshire"	"33"	"2011"	"2011"	"External causes of morbidity and mortality"	"V01-Y89"	209	1318194	15.9	15.2
	"New Hampshire"	"33"	"2012"	"2012"	"External causes of morbidity and mortality"	"V01-Y89"	173	1320718	13.1	13.4
	"New Hampshire"	"33"	"2013"	"2013"	"External causes of morbidity and mortality"	"V01-Y89"	203	1323459	15.3	15.1
	"New Hampshire"	"33"	"2014"	"2014"	"External causes of morbidity and mortality"	"V01-Y89"	334	1326813	25.2	26.2
	"New Hampshire"	"33"	"2015"	"2015"	"External causes of morbidity and mortality"	"V01-Y89"	421	1330608	31.6	34.2
	"New Hampshire"	"33"	"2016"	"2016"	"External causes of morbidity and mortality"	"V01-Y89"	480	1334795	36.0	38.9
	"New Jersey"	"34"	"1999"	"1999"	"External causes of morbidity and mortality"	"V01-Y89"	557	8359592	6.7	6.5
	"New Jersey"	"34"	"2000"	"2000"	"External causes of morbidity and mortality"	"V01-Y89"	642	8414350	7.6	7.5
	"New Jersey"	"34"	"2001"	"2001"	"External causes of morbidity and mortality"	"V01-Y89"	702	8492671	8.3	8.1
	"New Jersey"	"34"	"2002"	"2002"	"External causes of morbidity and mortality"	"V01-Y89"	813	8552643	9.5	9.3
	"New Jersey"	"34"	"2003"	"2003"	"External causes of morbidity and mortality"	"V01-Y89"	721	8601402	8.4	8.3
	"New Jersey"	"34"	"2004"	"2004"	"External causes of morbidity and mortality"	"V01-Y89"	590	8634561	6.8	6.8
	"New Jersey"	"34"	"2005"	"2005"	"External causes of morbidity and mortality"	"V01-Y89"	820	8651974	9.5	9.4
	"New Jersey"	"34"	"2006"	"2006"	"External causes of morbidity and mortality"	"V01-Y89"	847	8661679	9.8	9.7
	"New Jersey"	"34"	"2007"	"2007"	"External causes of morbidity and mortality"	"V01-Y89"	726	8677885	8.4	8.4
	"New Jersey"	"34"	"2008"	"2008"	"External causes of morbidity and mortality"	"V01-Y89"	701	8711090	8.0	8.0
	"New Jersey"	"34"	"2009"	"2009"	"External causes of morbidity and mortality"	"V01-Y89"	263	8755602	3.0	3.0
	"New Jersey"	"34"	"2010"	"2010"	"External causes of morbidity and mortality"	"V01-Y89"	867	8791894	9.9	9.8
	"New Jersey"	"34"	"2011"	"2011"	"External causes of morbidity and mortality"	"V01-Y89"	1010	8821155	11.4	11.3
	"New Jersey"	"34"	"2012"	"2012"	"External causes of morbidity and mortality"	"V01-Y89"	1220	8864590	13.8	13.7
	"New Jersey"	"34"	"2013"	"2013"	"External causes of morbidity and mortality"	"V01-Y89"	1294	8899339	14.5	14.5
	"New Jersey"	"34"	"2014"	"2014"	"External causes of morbidity and mortality"	"V01-Y89"	1252	8938175	14.0	14.0
	"New Jersey"	"34"	"2015"	"2015"	"External causes of morbidity and mortality"	"V01-Y89"	1452	8958013	16.2	16.3
	"New Jersey"	"34"	"2016"	"2016"	"External causes of morbidity and mortality"	"V01-Y89"	2055	8944469	23.0	23.2
	"New Mexico"	"35"	"1999"	"1999"	"External causes of morbidity and mortality"	"V01-Y89"	266	1808082	14.7	15.0
	"New Mexico"	"35"	"2000"	"2000"	"External causes of morbidity and mortality"	"V01-Y89"	271	1819046	14.9	15.1
	"New Mexico"	"35"	"2001"	"2001"	"External causes of morbidity and mortality"	"V01-Y89"	257	1831690	14.0	14.3
	"New Mexico"	"35"	"2002"	"2002"	"External causes of morbidity and mortality"	"V01-Y89"	287	1855309	15.5	16.1
	"New Mexico"	"35"	"2003"	"2003"	"External causes of morbidity and mortality"	"V01-Y89"	357	1877574	19.0	19.7
	"New Mexico"	"35"	"2004"	"2004"	"External causes of morbidity and mortality"	"V01-Y89"	314	1903808	16.5	16.9
	"New Mexico"	"35"	"2005"	"2005"	"External causes of morbidity and mortality"	"V01-Y89"	372	1932274	19.3	20.0
	"New Mexico"	"35"	"2006"	"2006"	"External causes of morbidity and mortality"	"V01-Y89"	418	1962137	21.3	21.8
	"New Mexico"	"35"	"2007"	"2007"	"External causes of morbidity and mortality"	"V01-Y89"	462	1990070	23.2	23.4
	"New Mexico"	"35"	"2008"	"2008"	"External causes of morbidity and mortality"	"V01-Y89"	517	2010662	25.7	26.6
	"New Mexico"	"35"	"2009"	"2009"	"External causes of morbidity and mortality"	"V01-Y89"	437	2036802	21.5	22.0
	"New Mexico"	"35"	"2010"	"2010"	"External causes of morbidity and mortality"	"V01-Y89"	478	2059179	23.2	23.8
	"New Mexico"	"35"	"2011"	"2011"	"External causes of morbidity and mortality"	"V01-Y89"	528	2082224	25.4	26.3
	"New Mexico"	"35"	"2012"	"2012"	"External causes of morbidity and mortality"	"V01-Y89"	492	2085538	23.6	24.7
	"New Mexico"	"35"	"2013"	"2013"	"External causes of morbidity and mortality"	"V01-Y89"	458	2085287	22.0	22.6
	"New Mexico"	"35"	"2014"	"2014"	"External causes of morbidity and mortality"	"V01-Y89"	547	2085572	26.2	27.3
	"New Mexico"	"35"	"2015"	"2015"	"External causes of morbidity and mortality"	"V01-Y89"	500	2085109	24.0	25.2
	"New Mexico"	"35"	"2016"	"2016"	"External causes of morbidity and mortality"	"V01-Y89"	500	2081015	24.0	25.2
	"New York"	"36"	"1999"	"1999"	"External causes of morbidity and mortality"	"V01-Y89"	958	18882725	5.1	5.0
	"New York"	"36"	"2000"	"2000"	"External causes of morbidity and mortality"	"V01-Y89"	765	18976457	4.0	4.0
	"New York"	"36"	"2001"	"2001"	"External causes of morbidity and mortality"	"V01-Y89"	1078	19082838	5.6	5.6
	"New York"	"36"	"2002"	"2002"	"External causes of morbidity and mortality"	"V01-Y89"	921	19137800	4.8	4.8
	"New York"	"36"	"2003"	"2003"	"External causes of morbidity and mortality"	"V01-Y89"	963	19175939	5.0	5.0
	"New York"	"36"	"2004"	"2004"	"External causes of morbidity and mortality"	"V01-Y89"	831	19171567	4.3	4.3
	"New York"	"36"	"2005"	"2005"	"External causes of morbidity and mortality"	"V01-Y89"	944	19132610	4.9	4.8
	"New York"	"36"	"2006"	"2006"	"External causes of morbidity and mortality"	"V01-Y89"	1678	19104631	8.8	8.6
	"New York"	"36"	"2007"	"2007"	"External causes of morbidity and mortality"	"V01-Y89"	1707	19132335	8.9	8.6
	"New York"	"36"	"2008"	"2008"	"External causes of morbidity and mortality"	"V01-Y89"	1690	19212436	8.8	8.5
	"New York"	"36"	"2009"	"2009"	"External causes of morbidity and mortality"	"V01-Y89"	1592	19307066	8.2	8.0
	"New York"	"36"	"2010"	"2010"	"External causes of morbidity and mortality"	"V01-Y89"	1554	19378102	8.0	7.8
	"New York"	"36"	"2011"	"2011"	"External causes of morbidity and mortality"	"V01-Y89"	1946	19465197	10.0	9.7
	"New York"	"36"	"2012"	"2012"	"External causes of morbidity and mortality"	"V01-Y89"	2099	19570261	10.7	10.4
	"New York"	"36"	"2013"	"2013"	"External causes of morbidity and mortality"	"V01-Y89"	2306	19651127	11.7	11.3
	"New York"	"36"	"2014"	"2014"	"External causes of morbidity and mortality"	"V01-Y89"	2299	19746227	11.6	11.3
	"New York"	"36"	"2015"	"2015"	"External causes of morbidity and mortality"	"V01-Y89"	2748	19795791	13.9	13.6
	"New York"	"36"	"2016"	"2016"	"External causes of morbidity and mortality"	"V01-Y89"	3636	19745289	18.4	18.0
	"North Carolina"	"37"	"1999"	"1999"	"External causes of morbidity and mortality"	"V01-Y89"	365	7949361	4.6	4.6
	"North Carolina"	"37"	"2000"	"2000"	"External causes of morbidity and mortality"	"V01-Y89"	490	8049313	6.1	6.0
	"North Carolina"	"37"	"2001"	"2001"	"External causes of morbidity and mortality"	"V01-Y89"	551	8210122	6.7	6.6
	"North Carolina"	"37"	"2002"	"2002"	"External causes of morbidity and mortality"	"V01-Y89"	647	8326201	7.8	7.7
	"North Carolina"	"37"	"2003"	"2003"	"External causes of morbidity and mortality"	"V01-Y89"	762	8422501	9.0	9.0
	"North Carolina"	"37"	"2004"	"2004"	"External causes of morbidity and mortality"	"V01-Y89"	853	8553152	10.0	9.9
	"North Carolina"	"37"	"2005"	"2005"	"External causes of morbidity and mortality"	"V01-Y89"	1000	8705407	11.5	11.4
	"North Carolina"	"37"	"2006"	"2006"	"External causes of morbidity and mortality"	"V01-Y89"	1059	8917270	11.9	11.8
	"North Carolina"	"37"	"2007"	"2007"	"External causes of morbidity and mortality"	"V01-Y89"	1082	9118037	11.9	11.8
	"North Carolina"	"37"	"2008"	"2008"	"External causes of morbidity and mortality"	"V01-Y89"	1195	9309449	12.8	12.8
	"North Carolina"	"37"	"2009"	"2009"	"External causes of morbidity and mortality"	"V01-Y89"	1191	9449566	12.6	12.6
	"North Carolina"	"37"	"2010"	"2010"	"External causes of morbidity and mortality"	"V01-Y89"	1093	9535483	11.5	11.4
	"North Carolina"	"37"	"2011"	"2011"	"External causes of morbidity and mortality"	"V01-Y89"	1263	9656401	13.1	13.0
	"North Carolina"	"37"	"2012"	"2012"	"External causes of morbidity and mortality"	"V01-Y89"	1298	9752073	13.3	13.3
	"North Carolina"	"37"	"2013"	"2013"	"External causes of morbidity and mortality"	"V01-Y89"	1256	9848060	12.8	12.9
	"North Carolina"	"37"	"2014"	"2014"	"External causes of morbidity and mortality"	"V01-Y89"	1356	9943964	13.6	13.8
	"North Carolina"	"37"	"2015"	"2015"	"External causes of morbidity and mortality"	"V01-Y89"	1567	10042802	15.6	15.8
	"North Carolina"	"37"	"2016"	"2016"	"External causes of morbidity and mortality"	"V01-Y89"	1955	10146788	19.3	19.7
	"North Dakota"	"38"	"1999"	"1999"	"External causes of morbidity and mortality"	"V01-Y89"	12	644259	Unreliable	Unreliable
	"North Dakota"	"38"	"2000"	"2000"	"External causes of morbidity and mortality"	"V01-Y89"	14	642200	Unreliable	Unreliable
	"North Dakota"	"38"	"2001"	"2001"	"External causes of morbidity and mortality"	"V01-Y89"	14	639062	Unreliable	Unreliable
	"North Dakota"	"38"	"2002"	"2002"	"External causes of morbidity and mortality"	"V01-Y89"	17	638168	Unreliable	Unreliable
	"North Dakota"	"38"	"2003"	"2003"	"External causes of morbidity and mortality"	"V01-Y89"	22	638817	3.4	3.5
	"North Dakota"	"38"	"2004"	"2004"	"External causes of morbidity and mortality"	"V01-Y89"	17	644705	Unreliable	Unreliable
	"North Dakota"	"38"	"2005"	"2005"	"External causes of morbidity and mortality"	"V01-Y89"	12	646089	Unreliable	Unreliable
	"North Dakota"	"38"	"2006"	"2006"	"External causes of morbidity and mortality"	"V01-Y89"	14	649422	Unreliable	Unreliable
	"North Dakota"	"38"	"2007"	"2007"	"External causes of morbidity and mortality"	"V01-Y89"	32	652822	4.9	4.8
	"North Dakota"	"38"	"2008"	"2008"	"External causes of morbidity and mortality"	"V01-Y89"	46	657569	7.0	7.4
	"North Dakota"	"38"	"2009"	"2009"	"External causes of morbidity and mortality"	"V01-Y89"	27	664968	4.1	4.4
	"North Dakota"	"38"	"2010"	"2010"	"External causes of morbidity and mortality"	"V01-Y89"	23	672591	3.4	3.4
	"North Dakota"	"38"	"2011"	"2011"	"External causes of morbidity and mortality"	"V01-Y89"	16	683932	Unreliable	Unreliable
	"North Dakota"	"38"	"2012"	"2012"	"External causes of morbidity and mortality"	"V01-Y89"	21	699628	3.0	3.1
	"North Dakota"	"38"	"2013"	"2013"	"External causes of morbidity and mortality"	"V01-Y89"	20	723393	2.8	2.8
	"North Dakota"	"38"	"2014"	"2014"	"External causes of morbidity and mortality"	"V01-Y89"	43	739482	5.8	6.3
	"North Dakota"	"38"	"2015"	"2015"	"External causes of morbidity and mortality"	"V01-Y89"	61	756927	8.1	8.6
	"North Dakota"	"38"	"2016"	"2016"	"External causes of morbidity and mortality"	"V01-Y89"	77	757952	10.2	10.6
	"Ohio"	"39"	"1999"	"1999"	"External causes of morbidity and mortality"	"V01-Y89"	467	11335454	4.1	4.2
	"Ohio"	"39"	"2000"	"2000"	"External causes of morbidity and mortality"	"V01-Y89"	563	11353140	5.0	5.0
	"Ohio"	"39"	"2001"	"2001"	"External causes of morbidity and mortality"	"V01-Y89"	737	11387404	6.5	6.5
	"Ohio"	"39"	"2002"	"2002"	"External causes of morbidity and mortality"	"V01-Y89"	929	11407889	8.1	8.2
	"Ohio"	"39"	"2003"	"2003"	"External causes of morbidity and mortality"	"V01-Y89"	774	11434788	6.8	6.8
	"Ohio"	"39"	"2004"	"2004"	"External causes of morbidity and mortality"	"V01-Y89"	1133	11452251	9.9	9.9
	"Ohio"	"39"	"2005"	"2005"	"External causes of morbidity and mortality"	"V01-Y89"	1238	11463320	10.8	10.9
	"Ohio"	"39"	"2006"	"2006"	"External causes of morbidity and mortality"	"V01-Y89"	1512	11481213	13.2	13.2
	"Ohio"	"39"	"2007"	"2007"	"External causes of morbidity and mortality"	"V01-Y89"	1588	11500468	13.8	13.8
	"Ohio"	"39"	"2008"	"2008"	"External causes of morbidity and mortality"	"V01-Y89"	1731	11515391	15.0	15.1
	"Ohio"	"39"	"2009"	"2009"	"External causes of morbidity and mortality"	"V01-Y89"	1233	11528896	10.7	10.9
	"Ohio"	"39"	"2010"	"2010"	"External causes of morbidity and mortality"	"V01-Y89"	1835	11536504	15.9	16.1
	"Ohio"	"39"	"2011"	"2011"	"External causes of morbidity and mortality"	"V01-Y89"	2023	11544951	17.5	17.7
	"Ohio"	"39"	"2012"	"2012"	"External causes of morbidity and mortality"	"V01-Y89"	2121	11544225	18.4	18.9
	"Ohio"	"39"	"2013"	"2013"	"External causes of morbidity and mortality"	"V01-Y89"	2340	11570808	20.2	20.7
	"Ohio"	"39"	"2014"	"2014"	"External causes of morbidity and mortality"	"V01-Y89"	2742	11594163	23.6	24.6
	"Ohio"	"39"	"2015"	"2015"	"External causes of morbidity and mortality"	"V01-Y89"	3304	11613423	28.4	29.9
	"Ohio"	"39"	"2016"	"2016"	"External causes of morbidity and mortality"	"V01-Y89"	4318	11614373	37.2	39.0
	"Oklahoma"	"40"	"1999"	"1999"	"External causes of morbidity and mortality"	"V01-Y89"	178	3437147	5.2	5.4
	"Oklahoma"	"40"	"2000"	"2000"	"External causes of morbidity and mortality"	"V01-Y89"	237	3450654	6.9	7.1
	"Oklahoma"	"40"	"2001"	"2001"	"External causes of morbidity and mortality"	"V01-Y89"	268	3467100	7.7	7.9
	"Oklahoma"	"40"	"2002"	"2002"	"External causes of morbidity and mortality"	"V01-Y89"	240	3489080	6.9	7.1
	"Oklahoma"	"40"	"2003"	"2003"	"External causes of morbidity and mortality"	"V01-Y89"	400	3504892	11.4	11.8
	"Oklahoma"	"40"	"2004"	"2004"	"External causes of morbidity and mortality"	"V01-Y89"	474	3525233	13.4	13.9
	"Oklahoma"	"40"	"2005"	"2005"	"External causes of morbidity and mortality"	"V01-Y89"	477	3548597	13.4	13.8
	"Oklahoma"	"40"	"2006"	"2006"	"External causes of morbidity and mortality"	"V01-Y89"	563	3594090	15.7	16.2
	"Oklahoma"	"40"	"2007"	"2007"	"External causes of morbidity and mortality"	"V01-Y89"	665	3634349	18.3	18.8
	"Oklahoma"	"40"	"2008"	"2008"	"External causes of morbidity and mortality"	"V01-Y89"	563	3668976	15.3	15.6
	"Oklahoma"	"40"	"2009"	"2009"	"External causes of morbidity and mortality"	"V01-Y89"	755	3717572	20.3	20.6
	"Oklahoma"	"40"	"2010"	"2010"	"External causes of morbidity and mortality"	"V01-Y89"	716	3751351	19.1	19.4
	"Oklahoma"	"40"	"2011"	"2011"	"External causes of morbidity and mortality"	"V01-Y89"	703	3791508	18.5	18.9
	"Oklahoma"	"40"	"2012"	"2012"	"External causes of morbidity and mortality"	"V01-Y89"	771	3814820	20.2	20.6
	"Oklahoma"	"40"	"2013"	"2013"	"External causes of morbidity and mortality"	"V01-Y89"	787	3850568	20.4	20.5
	"Oklahoma"	"40"	"2014"	"2014"	"External causes of morbidity and mortality"	"V01-Y89"	777	3878051	20.0	20.3
	"Oklahoma"	"40"	"2015"	"2015"	"External causes of morbidity and mortality"	"V01-Y89"	724	3911338	18.5	19.0
	"Oklahoma"	"40"	"2016"	"2016"	"External causes of morbidity and mortality"	"V01-Y89"	812	3923561	20.7	21.5
	"Oregon"	"41"	"1999"	"1999"	"External causes of morbidity and mortality"	"V01-Y89"	209	3393941	6.2	6.1
	"Oregon"	"41"	"2000"	"2000"	"External causes of morbidity and mortality"	"V01-Y89"	208	3421399	6.1	6.0
	"Oregon"	"41"	"2001"	"2001"	"External causes of morbidity and mortality"	"V01-Y89"	241	3467937	6.9	6.9
	"Oregon"	"41"	"2002"	"2002"	"External causes of morbidity and mortality"	"V01-Y89"	318	3513424	9.1	8.9
	"Oregon"	"41"	"2003"	"2003"	"External causes of morbidity and mortality"	"V01-Y89"	355	3547376	10.0	9.8
	"Oregon"	"41"	"2004"	"2004"	"External causes of morbidity and mortality"	"V01-Y89"	365	3569463	10.2	10.0
	"Oregon"	"41"	"2005"	"2005"	"External causes of morbidity and mortality"	"V01-Y89"	386	3613202	10.7	10.4
	"Oregon"	"41"	"2006"	"2006"	"External causes of morbidity and mortality"	"V01-Y89"	485	3670883	13.2	12.9
	"Oregon"	"41"	"2007"	"2007"	"External causes of morbidity and mortality"	"V01-Y89"	501	3722417	13.5	13.1
	"Oregon"	"41"	"2008"	"2008"	"External causes of morbidity and mortality"	"V01-Y89"	452	3768748	12.0	11.8
	"Oregon"	"41"	"2009"	"2009"	"External causes of morbidity and mortality"	"V01-Y89"	501	3808600	13.2	12.9
	"Oregon"	"41"	"2010"	"2010"	"External causes of morbidity and mortality"	"V01-Y89"	502	3831074	13.1	12.9
	"Oregon"	"41"	"2011"	"2011"	"External causes of morbidity and mortality"	"V01-Y89"	532	3871859	13.7	13.5
	"Oregon"	"41"	"2012"	"2012"	"External causes of morbidity and mortality"	"V01-Y89"	490	3899353	12.6	12.5
	"Oregon"	"41"	"2013"	"2013"	"External causes of morbidity and mortality"	"V01-Y89"	455	3930065	11.6	11.3
	"Oregon"	"41"	"2014"	"2014"	"External causes of morbidity and mortality"	"V01-Y89"	521	3970239	13.1	12.8
	"Oregon"	"41"	"2015"	"2015"	"External causes of morbidity and mortality"	"V01-Y89"	505	4028977	12.5	12.0
	"Oregon"	"41"	"2016"	"2016"	"External causes of morbidity and mortality"	"V01-Y89"	506	4093465	12.4	11.9
	"Pennsylvania"	"42"	"1999"	"1999"	"External causes of morbidity and mortality"	"V01-Y89"	983	12263805	8.0	8.1
	"Pennsylvania"	"42"	"2000"	"2000"	"External causes of morbidity and mortality"	"V01-Y89"	1143	12281054	9.3	9.4
	"Pennsylvania"	"42"	"2001"	"2001"	"External causes of morbidity and mortality"	"V01-Y89"	957	12298970	7.8	7.9
	"Pennsylvania"	"42"	"2002"	"2002"	"External causes of morbidity and mortality"	"V01-Y89"	1097	12331031	8.9	9.1
