	"Multiple Cause of death"	"Multiple Cause of death Code"	"State"	"State Code"	"County"	"County Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Other and unspecified narcotics"	"T40.6"	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2000"	"2000"	"May, 2000"	"2000/05"	27	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2000"	"2000"	"Jun., 2000"	"2000/06"	19	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2000"	"2000"	"Jul., 2000"	"2000/07"	23	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2000"	"2000"	"Aug., 2000"	"2000/08"	23	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2000"	"2000"	"Sep., 2000"	"2000/09"	14	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2000"	"2000"	"Oct., 2000"	"2000/10"	12	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2000"	"2000"	"Nov., 2000"	"2000/11"	23	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2000"	"2000"	"Dec., 2000"	"2000/12"	26	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2001"	"2001"	"Jan., 2001"	"2001/01"	16	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2001"	"2001"	"Feb., 2001"	"2001/02"	20	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2001"	"2001"	"Mar., 2001"	"2001/03"	18	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2001"	"2001"	"Apr., 2001"	"2001/04"	18	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2001"	"2001"	"May, 2001"	"2001/05"	17	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2001"	"2001"	"Jun., 2001"	"2001/06"	20	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2001"	"2001"	"Jul., 2001"	"2001/07"	24	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2001"	"2001"	"Aug., 2001"	"2001/08"	19	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2001"	"2001"	"Sep., 2001"	"2001/09"	27	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2001"	"2001"	"Oct., 2001"	"2001/10"	11	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2001"	"2001"	"Nov., 2001"	"2001/11"	12	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2002"	"2002"	"Jan., 2002"	"2002/01"	15	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2002"	"2002"	"Feb., 2002"	"2002/02"	29	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2002"	"2002"	"Mar., 2002"	"2002/03"	15	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2002"	"2002"	"Apr., 2002"	"2002/04"	15	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2002"	"2002"	"May, 2002"	"2002/05"	24	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2002"	"2002"	"Jun., 2002"	"2002/06"	22	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2002"	"2002"	"Jul., 2002"	"2002/07"	14	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2002"	"2002"	"Aug., 2002"	"2002/08"	20	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2002"	"2002"	"Sep., 2002"	"2002/09"	12	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2002"	"2002"	"Oct., 2002"	"2002/10"	20	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2002"	"2002"	"Nov., 2002"	"2002/11"	17	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2002"	"2002"	"Dec., 2002"	"2002/12"	16	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2003"	"2003"	"Jan., 2003"	"2003/01"	19	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2003"	"2003"	"Feb., 2003"	"2003/02"	15	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2003"	"2003"	"Mar., 2003"	"2003/03"	13	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2003"	"2003"	"Apr., 2003"	"2003/04"	18	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2003"	"2003"	"May, 2003"	"2003/05"	18	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2003"	"2003"	"Jun., 2003"	"2003/06"	13	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2003"	"2003"	"Jul., 2003"	"2003/07"	21	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2003"	"2003"	"Aug., 2003"	"2003/08"	20	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2003"	"2003"	"Oct., 2003"	"2003/10"	14	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2003"	"2003"	"Nov., 2003"	"2003/11"	10	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2003"	"2003"	"Dec., 2003"	"2003/12"	15	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2004"	"2004"	"Jan., 2004"	"2004/01"	23	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2004"	"2004"	"Feb., 2004"	"2004/02"	10	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2004"	"2004"	"Mar., 2004"	"2004/03"	10	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2004"	"2004"	"Apr., 2004"	"2004/04"	12	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2004"	"2004"	"Jun., 2004"	"2004/06"	14	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2004"	"2004"	"Dec., 2004"	"2004/12"	13	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2005"	"2005"	"Feb., 2005"	"2005/02"	12	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2005"	"2005"	"Mar., 2005"	"2005/03"	15	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2005"	"2005"	"Jun., 2005"	"2005/06"	14	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2006"	"2006"	"Jan., 2006"	"2006/01"	12	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2006"	"2006"	"Apr., 2006"	"2006/04"	10	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2006"	"2006"	"Jul., 2006"	"2006/07"	11	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2006"	"2006"	"Sep., 2006"	"2006/09"	13	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2006"	"2006"	"Dec., 2006"	"2006/12"	10	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2007"	"2007"	"Aug., 2007"	"2007/08"	15	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2007"	"2007"	"Dec., 2007"	"2007/12"	10	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2009"	"2009"	"Nov., 2009"	"2009/11"	11	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2013"	"2013"	"Mar., 2013"	"2013/03"	11	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2013"	"2013"	"Jun., 2013"	"2013/06"	11	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2016"	"2016"	"May, 2016"	"2016/05"	10	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2016"	"2016"	"Jul., 2016"	"2016/07"	13	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Massachusetts"	"25"	"Bristol County, MA"	"25005"	"2014"	"2014"	"Aug., 2014"	"2014/08"	11	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Massachusetts"	"25"	"Bristol County, MA"	"25005"	"2014"	"2014"	"Oct., 2014"	"2014/10"	11	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Massachusetts"	"25"	"Bristol County, MA"	"25005"	"2015"	"2015"	"May, 2015"	"2015/05"	14	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Massachusetts"	"25"	"Bristol County, MA"	"25005"	"2016"	"2016"	"Jan., 2016"	"2016/01"	10	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Massachusetts"	"25"	"Bristol County, MA"	"25005"	"2016"	"2016"	"Aug., 2016"	"2016/08"	11	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Massachusetts"	"25"	"Essex County, MA"	"25009"	"2001"	"2001"	"Apr., 2001"	"2001/04"	11	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Massachusetts"	"25"	"Essex County, MA"	"25009"	"2003"	"2003"	"Jun., 2003"	"2003/06"	11	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Massachusetts"	"25"	"Essex County, MA"	"25009"	"2013"	"2013"	"Nov., 2013"	"2013/11"	10	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Massachusetts"	"25"	"Middlesex County, MA"	"25017"	"2002"	"2002"	"May, 2002"	"2002/05"	12	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Massachusetts"	"25"	"Middlesex County, MA"	"25017"	"2003"	"2003"	"Jan., 2003"	"2003/01"	11	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Massachusetts"	"25"	"Middlesex County, MA"	"25017"	"2003"	"2003"	"Apr., 2003"	"2003/04"	10	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Massachusetts"	"25"	"Middlesex County, MA"	"25017"	"2004"	"2004"	"Jan., 2004"	"2004/01"	10	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Massachusetts"	"25"	"Middlesex County, MA"	"25017"	"2006"	"2006"	"Aug., 2006"	"2006/08"	11	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Massachusetts"	"25"	"Middlesex County, MA"	"25017"	"2014"	"2014"	"Feb., 2014"	"2014/02"	12	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Massachusetts"	"25"	"Middlesex County, MA"	"25017"	"2014"	"2014"	"Apr., 2014"	"2014/04"	11	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Massachusetts"	"25"	"Middlesex County, MA"	"25017"	"2014"	"2014"	"May, 2014"	"2014/05"	11	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Massachusetts"	"25"	"Middlesex County, MA"	"25017"	"2014"	"2014"	"Aug., 2014"	"2014/08"	13	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Massachusetts"	"25"	"Middlesex County, MA"	"25017"	"2015"	"2015"	"Jan., 2015"	"2015/01"	13	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Massachusetts"	"25"	"Middlesex County, MA"	"25017"	"2015"	"2015"	"Feb., 2015"	"2015/02"	10	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Massachusetts"	"25"	"Middlesex County, MA"	"25017"	"2015"	"2015"	"Mar., 2015"	"2015/03"	11	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Massachusetts"	"25"	"Middlesex County, MA"	"25017"	"2015"	"2015"	"Jun., 2015"	"2015/06"	10	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Massachusetts"	"25"	"Middlesex County, MA"	"25017"	"2015"	"2015"	"Oct., 2015"	"2015/10"	10	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Massachusetts"	"25"	"Suffolk County, MA"	"25025"	"2001"	"2001"	"Jan., 2001"	"2001/01"	10	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Massachusetts"	"25"	"Suffolk County, MA"	"25025"	"2001"	"2001"	"Sep., 2001"	"2001/09"	10	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Massachusetts"	"25"	"Suffolk County, MA"	"25025"	"2002"	"2002"	"May, 2002"	"2002/05"	11	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Massachusetts"	"25"	"Suffolk County, MA"	"25025"	"2002"	"2002"	"Jul., 2002"	"2002/07"	11	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Massachusetts"	"25"	"Suffolk County, MA"	"25025"	"2003"	"2003"	"Mar., 2003"	"2003/03"	12	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Massachusetts"	"25"	"Suffolk County, MA"	"25025"	"2003"	"2003"	"May, 2003"	"2003/05"	12	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Massachusetts"	"25"	"Suffolk County, MA"	"25025"	"2003"	"2003"	"Aug., 2003"	"2003/08"	10	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Massachusetts"	"25"	"Suffolk County, MA"	"25025"	"2006"	"2006"	"Jul., 2006"	"2006/07"	10	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Massachusetts"	"25"	"Suffolk County, MA"	"25025"	"2009"	"2009"	"Aug., 2009"	"2009/08"	10	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Massachusetts"	"25"	"Suffolk County, MA"	"25025"	"2011"	"2011"	"Aug., 2011"	"2011/08"	10	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Massachusetts"	"25"	"Worcester County, MA"	"25027"	"2001"	"2001"	"Apr., 2001"	"2001/04"	12	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Massachusetts"	"25"	"Worcester County, MA"	"25027"	"2015"	"2015"	"Sep., 2015"	"2015/09"	13	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Massachusetts"	"25"	"Worcester County, MA"	"25027"	"2016"	"2016"	"Jul., 2016"	"2016/07"	11	Not Applicable	Not Applicable
	"Other and unspecified narcotics"	"T40.6"	"Minnesota"	"27"	"Hennepin County, MN"	"27053"	"2008"	"2008"	"May, 2008"	"2008/05"	11	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Nevada"	"32"	"Clark County, NV"	"32003"	"2014"	"2014"	"Nov., 2014"	"2014/11"	10	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"New Jersey"	"34"	"Bergen County, NJ"	"34003"	"2015"	"2015"	"Aug., 2015"	"2015/08"	10	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"New Jersey"	"34"	"Bergen County, NJ"	"34003"	"2016"	"2016"	"Dec., 2016"	"2016/12"	11	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"New Jersey"	"34"	"Essex County, NJ"	"34013"	"2016"	"2016"	"Apr., 2016"	"2016/04"	15	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"New Jersey"	"34"	"Essex County, NJ"	"34013"	"2016"	"2016"	"Jun., 2016"	"2016/06"	12	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"New Jersey"	"34"	"Essex County, NJ"	"34013"	"2016"	"2016"	"Sep., 2016"	"2016/09"	11	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"New Jersey"	"34"	"Essex County, NJ"	"34013"	"2016"	"2016"	"Oct., 2016"	"2016/10"	12	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"New Jersey"	"34"	"Essex County, NJ"	"34013"	"2016"	"2016"	"Nov., 2016"	"2016/11"	14	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"New Jersey"	"34"	"Middlesex County, NJ"	"34023"	"2015"	"2015"	"May, 2015"	"2015/05"	10	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"New Jersey"	"34"	"Middlesex County, NJ"	"34023"	"2016"	"2016"	"Mar., 2016"	"2016/03"	12	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"New Jersey"	"34"	"Middlesex County, NJ"	"34023"	"2016"	"2016"	"Jul., 2016"	"2016/07"	12	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"New Jersey"	"34"	"Middlesex County, NJ"	"34023"	"2016"	"2016"	"Oct., 2016"	"2016/10"	10	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"New Jersey"	"34"	"Middlesex County, NJ"	"34023"	"2016"	"2016"	"Dec., 2016"	"2016/12"	12	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"New Jersey"	"34"	"Monmouth County, NJ"	"34025"	"2016"	"2016"	"Apr., 2016"	"2016/04"	13	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"New Jersey"	"34"	"Monmouth County, NJ"	"34025"	"2016"	"2016"	"Oct., 2016"	"2016/10"	11	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"New Jersey"	"34"	"Morris County, NJ"	"34027"	"2016"	"2016"	"Nov., 2016"	"2016/11"	10	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"New Jersey"	"34"	"Ocean County, NJ"	"34029"	"2016"	"2016"	"Apr., 2016"	"2016/04"	10	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"New Jersey"	"34"	"Ocean County, NJ"	"34029"	"2016"	"2016"	"Jul., 2016"	"2016/07"	13	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"New Jersey"	"34"	"Ocean County, NJ"	"34029"	"2016"	"2016"	"Oct., 2016"	"2016/10"	14	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"New Jersey"	"34"	"Ocean County, NJ"	"34029"	"2016"	"2016"	"Nov., 2016"	"2016/11"	10	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"New Jersey"	"34"	"Ocean County, NJ"	"34029"	"2016"	"2016"	"Dec., 2016"	"2016/12"	18	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"New Mexico"	"35"	"Bernalillo County, NM"	"35001"	"2014"	"2014"	"Oct., 2014"	"2014/10"	10	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"New Mexico"	"35"	"Bernalillo County, NM"	"35001"	"2015"	"2015"	"Jan., 2015"	"2015/01"	10	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"New Mexico"	"35"	"Bernalillo County, NM"	"35001"	"2016"	"2016"	"Nov., 2016"	"2016/11"	11	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"New York"	"36"	"Bronx County, NY"	"36005"	"2015"	"2015"	"Sep., 2015"	"2015/09"	13	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"New York"	"36"	"Bronx County, NY"	"36005"	"2015"	"2015"	"Oct., 2015"	"2015/10"	12	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"New York"	"36"	"Bronx County, NY"	"36005"	"2015"	"2015"	"Nov., 2015"	"2015/11"	16	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"New York"	"36"	"Bronx County, NY"	"36005"	"2016"	"2016"	"Jul., 2016"	"2016/07"	18	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"New York"	"36"	"Bronx County, NY"	"36005"	"2016"	"2016"	"Aug., 2016"	"2016/08"	10	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"New York"	"36"	"Bronx County, NY"	"36005"	"2016"	"2016"	"Oct., 2016"	"2016/10"	10	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"New York"	"36"	"Bronx County, NY"	"36005"	"2016"	"2016"	"Nov., 2016"	"2016/11"	10	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"New York"	"36"	"Bronx County, NY"	"36005"	"2016"	"2016"	"Dec., 2016"	"2016/12"	14	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"New York"	"36"	"Erie County, NY"	"36029"	"2016"	"2016"	"Mar., 2016"	"2016/03"	12	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"New York"	"36"	"Erie County, NY"	"36029"	"2016"	"2016"	"Jun., 2016"	"2016/06"	11	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"New York"	"36"	"Kings County, NY"	"36047"	"2014"	"2014"	"Oct., 2014"	"2014/10"	10	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"New York"	"36"	"Kings County, NY"	"36047"	"2015"	"2015"	"Aug., 2015"	"2015/08"	10	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"New York"	"36"	"Kings County, NY"	"36047"	"2015"	"2015"	"Sep., 2015"	"2015/09"	13	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"New York"	"36"	"Kings County, NY"	"36047"	"2015"	"2015"	"Oct., 2015"	"2015/10"	13	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"New York"	"36"	"Kings County, NY"	"36047"	"2016"	"2016"	"Jan., 2016"	"2016/01"	11	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"New York"	"36"	"Kings County, NY"	"36047"	"2016"	"2016"	"Mar., 2016"	"2016/03"	14	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"New York"	"36"	"Kings County, NY"	"36047"	"2016"	"2016"	"Jun., 2016"	"2016/06"	13	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"New York"	"36"	"Kings County, NY"	"36047"	"2016"	"2016"	"Aug., 2016"	"2016/08"	16	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"New York"	"36"	"Kings County, NY"	"36047"	"2016"	"2016"	"Sep., 2016"	"2016/09"	10	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"New York"	"36"	"Kings County, NY"	"36047"	"2016"	"2016"	"Oct., 2016"	"2016/10"	16	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"New York"	"36"	"Kings County, NY"	"36047"	"2016"	"2016"	"Nov., 2016"	"2016/11"	16	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"New York"	"36"	"Kings County, NY"	"36047"	"2016"	"2016"	"Dec., 2016"	"2016/12"	12	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"New York"	"36"	"Monroe County, NY"	"36055"	"2014"	"2014"	"Oct., 2014"	"2014/10"	14	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"New York"	"36"	"Monroe County, NY"	"36055"	"2014"	"2014"	"Dec., 2014"	"2014/12"	10	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"New York"	"36"	"Monroe County, NY"	"36055"	"2015"	"2015"	"May, 2015"	"2015/05"	10	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"New York"	"36"	"Monroe County, NY"	"36055"	"2016"	"2016"	"Apr., 2016"	"2016/04"	10	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"New York"	"36"	"Monroe County, NY"	"36055"	"2016"	"2016"	"Jun., 2016"	"2016/06"	10	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"New York"	"36"	"New York County, NY"	"36061"	"2012"	"2012"	"Aug., 2012"	"2012/08"	11	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"New York"	"36"	"New York County, NY"	"36061"	"2015"	"2015"	"Oct., 2015"	"2015/10"	11	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"New York"	"36"	"New York County, NY"	"36061"	"2016"	"2016"	"Mar., 2016"	"2016/03"	11	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"New York"	"36"	"New York County, NY"	"36061"	"2016"	"2016"	"Apr., 2016"	"2016/04"	10	Not Applicable	Not Applicable
